ID_Cliente,Tem_carro,Tem_casa_propria,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Tamanho_familia,Rendimento_anual,Idade,Anos_empregado,Categoria_de_renda,Grau_escolaridade,Estado_civil,Moradia,Ocupacao,Mau
5096147,0,0,1,0,0,1.0,180000.0,28.110091240751007,7.0993928691212,Empregado,Ensino médio,Solteiro,Mora com os pais,Vendas,0
5113567,0,0,1,1,0,2.0,171000.0,41.37251278260334,5.527834247109797,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5023341,0,0,0,0,1,2.0,135000.0,46.30074539518265,11.644318500722123,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5067898,0,0,0,1,0,2.0,270000.0,58.89511762732979,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5023880,0,0,0,1,0,2.0,360000.0,62.930792555630845,0.0,Pensionista,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5139877,1,1,1,1,0,1.0,720000.0,56.92382458229806,13.180284331642676,Associado comercial,Ensino superior,Divorciado,Casa/apartamento próprio,Gerência,0
5093202,0,0,0,0,0,2.0,90000.0,59.77672368358009,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5113160,1,1,1,0,0,1.0,157500.0,27.00123890292066,5.845431459920464,Associado comercial,Ensino médio,Solteiro,Habitação pública ,Construção Civil,0
5061324,1,1,1,1,0,2.0,315000.0,57.71507970731774,11.96191571353279,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Alta tecnologia,0
5113367,0,0,0,1,1,1.0,148500.0,25.68704353956618,5.609971457319452,Associado comercial,Ensino superior,Solteiro,Casa/apartamento próprio,Medicina,0
5010893,0,0,0,0,1,2.0,157500.0,65.04719467203296,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5105891,0,0,0,0,0,2.0,306000.0,51.02089707523084,23.66373026140167,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Gerência,0
5029633,0,0,0,0,0,2.0,135000.0,39.91047044087148,6.212310998856924,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5137144,1,1,0,1,0,4.0,292500.0,40.165095792521406,19.047619047619047,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5105678,0,0,0,0,0,3.0,135000.0,28.099139612723054,1.5961997850743,Empregado,Ensino superior,Casado,Mora com os pais,Secretariado,0
5117153,0,0,0,0,0,1.0,171000.0,48.84152309766799,12.18094827409187,Associado comercial,Ensino médio,Divorciado,Casa/apartamento próprio,Outro,0
5061656,0,0,0,0,0,1.0,252000.0,62.32845301409338,0.0,Pensionista,Ensino médio,Viúvo,Casa/apartamento próprio,Outro,0
5050815,0,0,0,0,0,2.0,157500.0,42.42660698029391,7.036421007960464,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5042331,0,0,0,0,0,3.0,90000.0,28.8027817135191,6.510742862618671,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Construção Civil,0
5079230,0,0,0,0,0,4.0,121500.0,29.949964749447286,6.1520770447031765,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Cozinha,0
5066940,0,0,0,0,0,2.0,90000.0,63.30041000157429,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5126108,0,0,1,0,0,1.0,112500.0,56.33791248280252,35.62017016092048,Servidor público,Ensino médio,Solteiro,Casa/apartamento próprio,Equipe principal,0
5149836,0,0,0,1,1,2.0,157500.0,33.91445409556664,3.6277267842597727,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Medicina,0
5010751,1,1,0,1,0,2.0,67500.0,58.454314599204636,0.0,Pensionista,Ensino superior incompleto,Casado,Casa/apartamento próprio,Outro,0
5115480,0,0,0,0,0,2.0,94500.0,66.49007166471591,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5089396,1,1,1,0,0,2.0,562500.0,40.12128928040959,7.764704271819408,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5065387,0,0,0,0,0,2.0,270000.0,44.189819092794515,2.464116306289657,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Motorista,0
5095117,0,0,0,0,0,2.0,67500.0,38.98779577951635,4.342320513083773,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5117334,1,1,0,1,0,1.0,270000.0,41.142528594016305,6.179456114773061,Associado comercial,Ensino médio,Divorciado,Casa/apartamento próprio,Vendas,0
5041535,0,0,0,1,0,1.0,180000.0,54.262578971505235,4.005557951224187,Associado comercial,Ensino médio,Viúvo,Casa/apartamento próprio,Construção Civil,0
5078932,0,0,0,1,0,1.0,112500.0,43.40403978178881,0.8158962880825753,Associado comercial,Ensino médio,Solteiro,Habitação pública ,Construção Civil,0
5050829,0,0,1,0,0,2.0,103500.0,48.64439379316482,30.28672731130687,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Medicina,0
5024126,0,0,0,0,0,2.0,135000.0,42.916692334544855,0.8350616371314948,Empregado,Ensino médio,Viúvo,Casa/apartamento próprio,Vendas,0
5105171,0,0,1,1,0,4.0,450000.0,33.506505951525355,5.987802624283866,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5061570,0,0,0,0,0,2.0,189000.0,50.519860092951944,0.37509325995742554,Empregado,Ensino médio,Casado,Habitação pública ,Construção Civil,0
5090743,0,0,0,0,0,2.0,360000.0,61.832891845828456,0.0,Pensionista,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009865,1,1,1,0,0,2.0,225000.0,39.850236486717726,3.35667399056791,Empregado,Ensino superior,União-estável,Apartamento alugado,Gerência,0
5062398,0,0,1,1,0,1.0,180000.0,39.82833323066182,12.45747688179771,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Construção Civil,0
5052702,1,1,0,0,0,3.0,270000.0,33.769345024196255,0.9555295454389892,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5024513,0,0,0,0,0,2.0,94500.0,64.08892721958699,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5067448,1,1,0,0,0,2.0,135000.0,62.643312319897056,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5089562,1,1,1,0,0,1.0,157500.0,31.22856732171092,8.427277767510626,Empregado,Ensino superior incompleto,Solteiro,Casa/apartamento próprio,Gerência,0
5095772,0,0,0,1,0,1.0,139500.0,24.485102363498225,0.4325893071041842,Associado comercial,Ensino superior,Solteiro,Casa/apartamento próprio,Vendas,0
5036534,1,1,0,1,0,2.0,202500.0,62.72271162309972,7.066537985037338,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5067258,1,1,0,0,1,2.0,360000.0,57.11000225877328,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5096103,1,1,1,1,0,4.0,112500.0,29.2079919505534,1.0979007098023916,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5025104,1,1,1,0,0,4.0,270000.0,43.62581024935488,10.086449413745662,Associado comercial,Ensino superior incompleto,Casado,Casa/apartamento próprio,Gerência,0
5116735,1,1,0,0,0,2.0,180000.0,67.84533563317522,0.0,Pensionista,Ensino médio,União-estável,Casa/apartamento próprio,Outro,0
5149719,0,0,0,0,0,2.0,180000.0,28.945152877882503,0.37509325995742554,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5008922,0,0,0,0,0,1.0,297000.0,42.48957884145465,8.854391260600833,Associado comercial,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5021865,1,1,0,1,1,2.0,315000.0,49.92025845842146,1.1636104779701157,Servidor público,Ensino superior,Viúvo,Casa/apartamento próprio,Outro,0
5142351,1,1,1,0,0,3.0,202500.0,32.55371431309336,2.028789092178484,Associado comercial,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5029014,0,0,0,0,0,2.0,112500.0,37.96929437291662,1.1362314079002307,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5148587,1,1,0,0,0,2.0,180000.0,30.724792432425033,3.7947391116860714,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,1
5053261,0,0,0,0,0,3.0,135000.0,46.96058098386688,3.7208156224973816,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5089978,0,0,0,0,0,2.0,90000.0,60.258595316810066,30.34422335845363,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5022802,1,1,0,0,0,1.0,202500.0,32.84940826984811,4.098646789461796,Empregado,Ensino superior,Viúvo,Casa/apartamento próprio,Gerência,0
5090185,1,1,0,0,0,2.0,225000.0,63.00745395182653,0.0,Pensionista,Ensino médio,União-estável,Casa/apartamento próprio,Outro,0
5126503,0,0,0,1,0,2.0,171000.0,57.43307528559792,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5090852,0,0,0,0,0,2.0,144000.0,52.02570894679562,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5150325,1,1,0,0,0,1.0,225000.0,26.53031889771864,3.2663230593372896,Associado comercial,Ensino superior,Solteiro,Mora com os pais,Equipe principal,0
5114320,0,0,0,1,0,1.0,216000.0,50.39939218464445,11.61420152364525,Servidor público,Ensino superior,Viúvo,Casa/apartamento próprio,Equipe principal,0
5010632,1,1,0,0,0,2.0,180000.0,34.117059214083795,1.8563009507382082,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5125306,0,0,0,0,0,1.0,180000.0,27.480372629143652,2.951463753533611,Associado comercial,Ensino médio,Solteiro,Mora com os pais,Gerência,0
5041121,0,0,0,0,0,1.0,225000.0,46.62929423602127,1.7577362984866218,Associado comercial,Ensino superior,Solteiro,Casa/apartamento próprio,Equipe principal,0
5100082,1,1,0,1,0,2.0,225000.0,52.838867327871206,1.6810749022909437,Empregado,Ensino superior,União-estável,Casa/apartamento próprio,Outro,0
5090373,1,1,0,0,0,4.0,270000.0,48.21454239306762,2.592797935618117,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Limpeza,0
5068923,0,0,0,0,0,2.0,360000.0,47.286391917698516,2.718741657939588,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Alta tecnologia,0
5033940,0,0,0,0,0,2.0,225000.0,47.44519052410385,3.7208156224973816,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5117801,0,0,0,0,0,2.0,112500.0,62.88972395052602,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5010143,1,1,0,0,0,2.0,112500.0,63.757640471741375,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5100295,1,1,0,1,0,2.0,126000.0,68.26149749823747,0.0,Pensionista,Ensino superior,União-estável,Casa/apartamento próprio,Outro,0
5116873,1,1,0,0,0,3.0,180000.0,32.17314523912195,1.5961997850743,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5142116,1,1,1,0,0,2.0,225000.0,40.90159277740131,14.740891325626125,Associado comercial,Ensino médio,Solteiro,Casa/apartamento próprio,Construção Civil,0
5038630,1,1,0,0,0,2.0,202500.0,54.50077688111323,16.378159715805253,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5053865,0,0,0,0,0,3.0,157500.0,36.05002156101768,4.492905398468141,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Vendas,0
5135779,0,0,0,1,0,2.0,126000.0,65.28265467463397,5.878286344004326,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Contabilidade,0
5033952,0,0,0,1,1,2.0,157500.0,49.8874035743376,4.134239580552647,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5056217,0,0,0,0,0,3.0,180000.0,29.49821009329418,7.096654962114211,Empregado,Ensino médio,Casado,Mora com os pais,Outro,0
5143438,0,0,0,0,0,1.0,117000.0,62.22441254782781,0.0,Pensionista,Ensino superior,Solteiro,Casa/apartamento próprio,Outro,0
5062265,0,0,0,1,0,2.0,90000.0,54.28722013456813,15.126936213611504,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5088859,1,1,1,0,0,4.0,180000.0,32.860359897876066,3.425121665742623,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5091232,1,1,0,0,0,5.0,112500.0,29.815807306104848,5.295112151515774,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Motorista,0
5142869,1,1,0,0,0,2.0,135000.0,57.80543063854836,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5029342,0,0,0,0,0,2.0,270000.0,55.059309910538886,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5115492,1,1,0,0,0,4.0,225000.0,44.03649630040316,3.7837874836581173,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5009618,1,1,0,0,0,2.0,225000.0,47.54923099036941,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5067253,1,1,0,0,1,2.0,360000.0,57.11000225877328,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5023628,0,0,1,1,1,1.0,270000.0,36.3320259827375,0.6434081466422993,Associado comercial,Ensino médio,Viúvo,Casa/apartamento próprio,Equipe principal,0
5062278,1,1,0,0,0,1.0,189000.0,65.89047003018543,0.0,Pensionista,Ensino superior,Divorciado,Casa/apartamento próprio,Outro,0
5065569,0,0,0,0,0,3.0,225000.0,36.485348775128855,10.130255925857478,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5033818,0,0,1,1,0,1.0,135000.0,37.27934180715552,11.573132918540422,Empregado,Ensino superior,Solteiro,Apartamento comercial,Gerência,0
5139355,1,1,0,0,0,2.0,202500.0,51.319328938992584,8.180866136881662,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Serviço privado,0
5045629,0,0,0,0,0,3.0,270000.0,39.42586090063451,6.877622401555131,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Medicina,0
5010153,1,1,0,0,0,3.0,157500.0,34.22383758735634,15.77582017426778,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Gerência,0
5068817,0,0,0,0,0,2.0,315000.0,39.47788113376729,6.633948677933154,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5029105,1,1,0,0,1,3.0,315000.0,36.222509702457955,9.974195226459132,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Alta tecnologia,0
5054211,1,1,1,0,0,4.0,171000.0,30.941087085977124,6.160290765724142,Empregado,Ensino médio,Casado,Mora com os pais,Construção Civil,0
5058282,0,0,1,1,1,2.0,306000.0,40.7866006831078,9.404710569005523,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5009032,0,0,0,0,0,1.0,315000.0,28.89587055175671,3.269060966344278,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Contabilidade,0
5115806,0,0,1,0,0,1.0,202500.0,29.437976139140435,1.6153651341232196,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Outro,0
5023108,1,1,1,0,0,3.0,67500.0,41.49571859791782,4.6434902838525085,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Equipe principal,0
5099759,0,0,1,1,0,3.0,135000.0,27.68571565466779,8.679165212153569,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5067613,1,1,1,0,0,3.0,225000.0,31.291539182871652,8.665475677118627,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5058383,0,0,0,0,0,2.0,166500.0,57.5809222639753,0.0,Pensionista,Ensino médio,União-estável,Casa/apartamento próprio,Outro,0
5010939,0,0,0,0,0,1.0,135000.0,46.035168415504764,18.10851694422199,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Outro,0
5089634,0,0,1,1,1,2.0,315000.0,44.32123862912996,0.8460132651594489,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Vendas,0
5036445,0,0,0,1,0,2.0,157500.0,34.19098270327248,4.438147258328371,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Garçom,0
5137532,0,0,1,0,0,2.0,135000.0,40.66887068180729,9.631956850585569,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5068256,0,0,0,0,0,4.0,90000.0,52.091418714963346,7.88791008713389,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5033680,1,1,0,0,0,2.0,517500.0,44.556698631730974,19.636269054121577,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5090188,0,0,0,0,0,2.0,157500.0,33.82957897835,3.6989123664414736,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Medicina,0
5035885,0,0,0,1,0,3.0,225000.0,53.58905384778606,20.27146347974291,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5091299,0,0,0,0,0,3.0,112500.0,41.53678720302265,4.128763766538669,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5099707,0,0,0,0,0,3.0,157500.0,30.149831960957446,2.595535842625105,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Vendas,0
5085659,0,0,0,0,0,1.0,135000.0,37.22184576000876,3.79747701869306,Empregado,Ensino médio,Solteiro,Apartamento alugado,Construção Civil,0
5050568,1,1,0,1,1,3.0,675000.0,46.974270518901825,12.454738974790722,Empregado,Ensino médio,Casado,Habitação pública ,Gerência,0
5069186,0,0,0,0,1,3.0,185400.0,40.567568122548714,1.1307555938862537,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5053848,1,1,0,0,0,2.0,184500.0,49.31791891688399,3.3265570134910365,Empregado,Ensino médio,Casado,Habitação pública ,Construção Civil,0
5117702,1,1,1,0,0,2.0,315000.0,55.63153247499949,10.844849654681479,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Outro,0
5022626,1,1,1,1,1,2.0,247500.0,33.177957110686734,6.332778907164418,Servidor público,Ensino superior,Casado,Mora com os pais,Equipe principal,0
5041387,1,1,0,0,0,2.0,135000.0,41.427270922743105,17.675927637117805,Empregado,Ensino médio,Casado,Mora com os pais,Equipe principal,0
5068706,1,1,0,0,0,2.0,90000.0,36.91520017522605,14.634112952353574,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5061996,0,0,1,1,1,1.0,180000.0,24.76710678521804,3.290964222400186,Empregado,Ensino médio,Solteiro,Mora com os pais,Outro,0
5068920,0,0,0,0,0,3.0,112500.0,37.07399878163138,9.382807312949616,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Equipe principal,0
5028254,1,1,0,0,0,6.0,202500.0,41.96663860311985,7.058324264016372,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Segurança,0
5100026,1,1,0,0,0,2.0,112500.0,32.296351054436435,5.842693552913476,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Construção Civil,0
5116639,0,0,0,0,1,3.0,202500.0,43.26988233844637,2.0041479291155877,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5023943,0,0,0,1,0,2.0,90000.0,39.915946254885455,0.5065127962928739,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5116387,0,0,0,0,0,2.0,193500.0,30.456477545740157,3.1732342210996802,Servidor público,Ensino superior,Casado,Casa/apartamento próprio,Equipe principal,0
5045272,0,0,0,0,0,4.0,180000.0,37.747523905350555,8.438229395538581,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Equipe principal,0
5008844,1,1,0,1,0,2.0,112500.0,56.132569457278386,12.183686181098858,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Motorista,0
5046141,0,0,0,1,0,2.0,126000.0,44.13506095265474,2.713265843925611,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5062622,1,1,0,0,0,2.0,270000.0,31.135478483473307,10.669623606234214,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Equipe principal,0
5112615,1,1,0,1,1,2.0,180000.0,28.30448263824719,2.6530318897718637,Associado comercial,Ensino superior,União-estável,Casa/apartamento próprio,Equipe principal,0
5105366,0,0,1,0,0,2.0,360000.0,49.673846827792495,28.575535431939052,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Construção Civil,0
5142647,0,0,0,1,0,2.0,90000.0,27.710356817730684,9.451254988124328,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5135468,0,0,0,0,0,2.0,180000.0,54.43232920593852,21.1311662799373,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Secretariado,0
5142768,1,1,0,0,0,6.0,202500.0,34.08146642299294,12.033101295714491,Empregado,Ensino superior incompleto,Casado,Casa/apartamento próprio,Equipe principal,0
5089866,0,0,0,1,0,2.0,76500.0,57.30713156327645,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5143390,0,0,0,1,0,1.0,153000.0,29.46535520921032,1.8699904857731506,Empregado,Ensino superior,Solteiro,Casa/apartamento próprio,Equipe principal,0
5010397,1,1,1,1,0,3.0,225000.0,38.73590833487341,4.356010048118716,Empregado,Ensino superior,Casado,Casa/apartamento próprio,Alta tecnologia,0
5022556,0,0,0,1,1,2.0,112500.0,30.757647316508894,6.929642634687912,Empregado,Ensino superior,União-estável,Casa/apartamento próprio,Vendas,0
5022622,1,1,1,1,1,2.0,247500.0,33.177957110686734,6.332778907164418,Servidor público,Ensino superior,Casado,Mora com os pais,Equipe principal,0
5025102,0,0,0,0,0,2.0,130500.0,40.23901928171009,4.837881681348693,Associado comercial,Ensino médio,União-estável,Casa/apartamento próprio,Vendas,0
5068919,0,0,0,0,0,3.0,112500.0,37.07399878163138,9.382807312949616,Empregado,Ensino médio,União-estável,Casa/apartamento próprio,Equipe principal,0
5104904,1,1,0,0,0,2.0,360450.0,51.62049870976132,23.296850722465212,Servidor público,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5090737,0,0,0,0,0,1.0,225000.0,51.943571736585966,10.171324530962305,Empregado,Ensino médio,Solteiro,Casa/apartamento próprio,Construção Civil,1
5142608,0,0,0,1,0,2.0,81000.0,55.541181543768865,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5089141,1,1,0,1,0,2.0,202500.0,38.954940895432486,14.593044347248746,Associado comercial,Ensino médio,União-estável,Mora com os pais,Outro,0
5046281,1,1,0,0,0,2.0,90000.0,30.555042197991746,5.212974941306118,Associado comercial,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
5146140,0,0,1,1,0,2.0,135000.0,27.844514261073122,6.012443787346762,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Cozinha,0
5022881,1,1,0,0,0,2.0,315000.0,44.66621491201051,2.4148339801638636,Empregado,Ensino médio,Divorciado,Casa/apartamento próprio,Gerência,0
5066739,0,0,0,0,0,2.0,216000.0,62.19155766374395,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5137285,0,0,0,1,0,2.0,405000.0,37.48742273968664,0.5475814013977015,Associado comercial,Ensino superior,Casado,Casa/apartamento próprio,Gerência,0
5065341,0,0,0,1,0,2.0,157500.0,61.55088742410864,0.0,Pensionista,Ensino médio,Casado,Casa/apartamento próprio,Outro,0
5023008,0,0,0,0,0,2.0,157500.0,37.72562064929465,5.1417893591244175,Empregado,Ensino médio,Casado,Casa/apartamento próprio,Vendas,0
